DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,NBR_VZ_INITIATIVES,EPSILON,SAMPLES
2014-02-11,6:30,,,40.7357643,-73.9748983,"(40.7357643, -73.9748983)",,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Other Vehicular,Unspecified,,,2839372,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,1,0,0.1,10
2014-04-03,10:00,,,40.8479686,-73.8714426,"(40.8479686, -73.8714426)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,2938133,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,3,0,0.1,10
2018-04-02,20:30,,,40.763897,-73.95323,"(40.763897, -73.95323)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3883557,TAXI,TAXI,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,0,0,0.1,10
2017-11-18,20:20,BROOKLYN,11210.0,40.62689,-73.945885,"(40.62689, -73.945885)",EAST 31 STREET                  ,AVENUE J,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,3802293,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11,5,0,0.1,10
2013-05-27,20:00,,,40.7188118,-73.832643,"(40.7188118, -73.832643)",,,,1,0,0,0,0,0,1,0,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,,3090046,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5,0,0,0.1,10
2012-09-28,13:40,BROOKLYN,11213.0,40.6664269,-73.936908,"(40.6664269, -73.936908)",CARROLL STREET                  ,TROY AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,152889,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2012,9,4,4,0.1,10
2014-04-03,19:15,QUEENS,11412.0,40.7015883,-73.748642,"(40.7015883, -73.748642)",FRANCIS LEWIS BOULEVARD         ,MURDOCK AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,315313,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,3,0,0.1,10
2017-09-20,15:30,,,40.79806,-73.97554000000002,"(40.79806, -73.97554)",,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,Unspecified,,,3754584,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,9,2,0,0.1,10
2017-06-19,20:00,MANHATTAN,10024.0,40.788757,-73.97051,"(40.788757, -73.97051)",,,609       COLUMBUS AVENUE               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3695388,PICK-UP TRUCK,TAXI,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2017,6,0,2,0.1,10
2016-03-11,6:20,,,40.61628320000001,-74.026106,"(40.6162832, -74.026106)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3403568,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2016,3,4,2,0.1,10
2016-10-29,14:10,MANHATTAN,10065.0,40.7596405,-73.9581638,"(40.7596405, -73.9581638)",FDR DRIVE                       ,EAST 61 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3556262,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,10,5,0,0.1,10
2017-12-19,19:30,,,40.76925,-73.90912,"(40.76925, -73.90912)",ASTORIA BOULEVARD               ,41 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3812628,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,1,0,0.1,10
2016-05-13,3:36,BROOKLYN,11226.0,40.6546511,-73.9596712,"(40.6546511, -73.9596712)",                                ,                                ,740 FLATBUSH AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3440762,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2016,5,4,6,0.1,10
2017-03-05,14:30,QUEENS,11419.0,40.689236,-73.82852,"(40.689236, -73.82852)",116 STREET                      ,101 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3626469,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,3,6,1,0.1,10
2013-12-01,8:51,MANHATTAN,10022.0,40.7612344,-73.9638843,"(40.7612344, -73.9638843)",EAST 60 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,51134,PASSENGER VEHICLE,VAN,SMALL COM VEH(4 TIRES) ,,,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2013,12,6,5,0.1,10
2018-03-16,16:55,,,40.722343,-73.77717,"(40.722343, -73.77717)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3866449,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,4,0,0.1,10
2014-04-02,22:55,BROOKLYN,11205.0,40.6896738,-73.9661334,"(40.6896738, -73.9661334)",WASHINGTON AVENUE               ,DE KALB AVENUE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,314728,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,2,0,0.1,10
2014-02-04,22:10,BROOKLYN,11225.0,40.6627363,-73.9571216,"(40.6627363, -73.9571216)",STERLING STREET                 ,BEDFORD AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,155621,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,1,1,0.1,10
2017-12-16,23:10,,,40.73353,-73.86615,"(40.73353, -73.86615)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3811265,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,12,5,2,0.1,10
2014-03-08,13:42,,,40.73289129999999,-73.920574,"(40.7328913, -73.920574)",,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3046342,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,5,0,0.1,10
2014-04-01,18:15,BROOKLYN,11207.0,40.6767691,-73.8894827,"(40.6767691, -73.8894827)",ATLANTIC AVENUE                 ,SCHENCK AVENUE                  ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,313684,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2014,4,1,5,0.1,10
2014-04-01,19:00,,,40.7549013,-73.7454772,"(40.7549013, -73.7454772)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,,3080789,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4,1,0,0.1,10
2014-04-01,20:10,BROOKLYN,11203.0,40.6605938,-73.9313269,"(40.6605938, -73.9313269)",UTICA AVENUE                    ,RUTLAND ROAD                    ,,7,0,0,0,0,0,7,0,Unspecified,Unspecified,Unspecified,,,314153,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,2014,4,1,8,0.1,10
2017-03-26,20:20,,,40.76023,-73.961525,"(40.76023, -73.961525)",EAST 60 STREET                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3639759,BICYCLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,2017,3,6,6,0.1,10
2017-10-12,17:30,,,40.716774,-73.821205,"(40.716774, -73.821205)",,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3768365,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,10,3,0,0.1,10
2013-05-03,16:35,BROOKLYN,11215.0,40.6649536,-73.99334959999999,"(40.6649536, -73.9933496)",17 STREET                       ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Aggressive Driving/Road Rage,Unspecified,,,157905,BUS,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2013,5,4,3,0.1,10
2014-03-31,16:06,,,40.82755529999999,-73.95326949999998,"(40.8275553, -73.9532695)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2867310,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,0,0,0.1,10
2014-12-12,7:00,,,40.6457873,-74.0164276,"(40.6457873, -74.0164276)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3135501,VAN,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2014,12,4,1,0.1,10
2018-03-02,16:01,,,40.81899,-73.89185,"(40.81899, -73.89185)",BRUCKNER EXPRESSWAY             ,,,3,1,0,0,0,0,3,1,Following Too Closely,Unspecified,Unspecified,,,3857353,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2018,3,4,2,0.1,10
2017-12-02,18:20,,,40.736534000000006,-73.85611,"(40.736534, -73.85611)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3804792,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,12,5,2,0.1,10
2014-03-31,17:40,BROOKLYN,11236.0,40.6465718,-73.8961633,"(40.6465718, -73.8961633)",FLATLANDS AVENUE                ,EAST 103 STREET                 ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,313118,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,0,0,0.1,10
2018-04-24,2:03,,,40.796738,-73.92925,"(40.796738, -73.92925)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Following Too Closely,Unspecified,,3886767,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,1,0,0.1,10
2014-03-17,16:39,BROOKLYN,11225.0,40.6567112,-73.9564767,"(40.6567112, -73.9564767)",WINTHROP STREET                 ,BEDFORD AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,305932,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PICK-UP TRUCK,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,3,0,2,0.1,10
2013-10-18,3:15,,,40.6983238,-73.9622533,"(40.6983238, -73.9622533)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2985416,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,4,0,0.1,10
2018-03-02,14:15,,,40.700836,-73.99495,"(40.700836, -73.99495)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3855243,SPORT UTILITY / STATION WAGON,TK,TK,PASSENGER VEHICLE,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018,3,4,1,0.1,10
2018-03-18,12:45,QUEENS,11422.0,40.66563,-73.73921,"(40.66563, -73.73921)",SUNRISE HIGHWAY                 ,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3865189,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,6,0,0.1,10
2014-03-31,7:00,MANHATTAN,10035.0,40.8027515,-73.933575,"(40.8027515, -73.933575)",EAST 125 STREET                 ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,313007,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2014,3,0,3,0.1,10
2014-03-31,9:30,MANHATTAN,10009.0,40.7241609,-73.97348659999999,"(40.7241609, -73.9734866)",EAST 10 STREET                  ,ROOSEVELT DRIVE                 ,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inexperience,Unspecified,Unspecified,Unspecified,312929,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014,3,0,1,0.1,10
2016-12-10,1:53,,,40.7158492,-73.8099009,"(40.7158492, -73.8099009)",,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Alcohol Involvement,Unspecified,,,3576888,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,12,5,0,0.1,10
2013-11-18,13:25,BROOKLYN,11203.0,40.653267,-73.9392594,"(40.653267, -73.9392594)",LINDEN BOULEVARD                ,ALBANY AVENUE                   ,,4,0,0,0,0,0,4,0,Physical Disability,Unspecified,Unspecified,,,139797,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,11,0,2,0.1,10
2014-03-30,10:30,BRONX,10452.0,40.8326282,-73.92537469999998,"(40.8326282, -73.9253747)",EAST 165 STREET                 ,JEROME AVENUE                   ,,2,0,0,0,0,0,2,0,Driver Inexperience,Prescription Medication,Unspecified,,,313040,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2014,3,6,6,0.1,10
2015-11-29,4:50,BROOKLYN,11208.0,40.6796759,-73.87862940000002,"(40.6796759, -73.8786294)",NORWOOD AVENUE                  ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unspecified,Unspecified,,,3343515,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2015,11,6,4,0.1,10
2017-03-22,5:00,,,40.76657,-73.88846600000002,"(40.76657, -73.888466)",,,,3,0,0,0,0,0,3,0,Unsafe Speed,Driver Inattention/Distraction,Unspecified,Unspecified,,3639988,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017,3,2,1,0.1,10
2014-03-30,22:34,,,40.6059516,-74.0760061,"(40.6059516, -74.0760061)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3123209,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,6,0,0.1,10
2014-03-29,11:50,BROOKLYN,11210.0,40.635836,-73.9534278,"(40.635836, -73.9534278)",BEDFORD AVENUE                  ,FARRAGUT ROAD                   ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,,312648,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,3,5,2,0.1,10
2013-09-07,19:26,QUEENS,11434.0,40.6667525,-73.77993559999999,"(40.6667525, -73.7799356)",ROCKAWAY BOULEVARD              ,SOUTH CONDUIT AVENUE            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,225214,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,9,5,2,0.1,10
2013-11-03,19:34,,,40.7087666,-73.9981083,"(40.7087666, -73.9981083)",,,,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,Unspecified,,,2834127,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,6,0,0.1,10
2014-03-27,10:50,BROOKLYN,11238.0,40.6783423,-73.9551972,"(40.6783423, -73.9551972)",PACIFIC STREET                  ,FRANKLIN AVENUE                 ,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,311809,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2014,3,3,4,0.1,10
2014-03-29,1:50,BROOKLYN,11211.0,40.7114239,-73.95953229999998,"(40.7114239, -73.9595323)",ROEBLING STREET                 ,SOUTH 3 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,,312708,PASSENGER VEHICLE,TAXI,TAXI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,3,5,1,0.1,10
2014-03-29,20:26,QUEENS,11385.0,40.69575,-73.89931059999998,"(40.69575, -73.8993106)",CYPRESS AVENUE                  ,CODY AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,822071,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2014,3,5,4,0.1,10
2013-11-14,17:00,,,40.7188655,-73.97482049999998,"(40.7188655, -73.9748205)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,2836982,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,11,3,1,0.1,10
2014-03-29,2:25,QUEENS,11421.0,40.6975581,-73.85277190000002,"(40.6975581, -73.8527719)",WOODHAVEN BOULEVARD             ,PARK LA SOUTH                   ,,2,0,0,0,0,0,2,0,Passenger Distraction,Unspecified,Unspecified,,,312721,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2014,3,5,2,0.1,10
2014-03-28,12:30,,,40.6977532,-73.81391590000001,"(40.6977532, -73.8139159)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3000184,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,3,4,1,0.1,10
2018-01-08,10:15,,,40.58407,-73.92344,"(40.58407, -73.92344)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3824529,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2018,1,0,1,0.1,10
2014-03-28,15:15,,,40.6113268,-74.1811225,"(40.6113268, -74.1811225)",,,,5,0,0,0,0,0,5,0,Driver Inexperience,Unspecified,Unspecified,,,3108235,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,4,0,0.1,10
2014-03-28,15:50,BROOKLYN,11208.0,40.6734111,-73.8676022,"(40.6734111, -73.8676022)",SUTTER AVENUE                   ,AUTUMN AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,312237,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,3,4,1,0.1,10
2018-02-19,22:00,,,40.67268,-73.953026,"(40.67268, -73.953026)",ROGERS AVENUE                   ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,3849285,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2018,2,0,3,0.1,10
2016-06-29,16:45,QUEENS,11434.0,40.6663592,-73.78531140000003,"(40.6663592, -73.7853114)",                                ,                                ,153-44 SOUTH CONDUIT AVENUE             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3472773,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,6,2,0,0.1,10
2017-08-30,20:36,,,40.87514,-73.90499,"(40.87514, -73.90499)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Driver Inattention/Distraction,Following Too Closely,Following Too Closely,,3741515,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,8,2,0,0.1,10
2018-03-23,19:07,,,40.820435,-73.93624,"(40.820435, -73.93624)",LENOX AVENUE                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,3869621,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2018,3,4,1,0.1,10
2015-10-14,13:52,MANHATTAN,10027.0,40.8090701,-73.94453940000002,"(40.8090701, -73.9445394)",LENOX AVENUE                    ,WEST 127 STREET                 ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3315617,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,VAN,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,10,2,1,0.1,10
2014-03-28,23:45,BROOKLYN,11234.0,40.635306,-73.92667259999997,"(40.635306, -73.9266726)",GLENWOOD ROAD                   ,EAST 52 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,312895,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,4,0,0.1,10
2017-12-04,17:57,MANHATTAN,10035.0,40.807602,-73.941086,"(40.807602, -73.941086)",,,2         EAST 127 STREET               ,5,0,1,0,0,0,4,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,,3802956,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,0,0,0.1,10
2014-09-02,18:55,QUEENS,11385.0,40.7029756,-73.8587469,"(40.7029756, -73.8587469)",MYRTLE AVENUE                   ,88 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,1018110,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2014,9,1,2,0.1,10
2013-08-29,14:35,BRONX,10460.0,40.8410869,-73.86447840000002,"(40.8410869, -73.8644784)",WHITE PLAINS ROAD               ,EAST TREMONT AVENUE             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,83762,VAN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2013,8,3,5,0.1,10
2014-03-28,8:00,BROOKLYN,11207.0,40.6797415,-73.8921169,"(40.6797415, -73.8921169)",ARLINGTON AVENUE                ,VAN SICLEN AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,312233,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,3,4,1,0.1,10
